Image_Count_DetectedNuclei,Image_FileName_CellBody,Image_FileName_Nuclei,Image_ImageQuality_Correlation_CellBody_10,Image_ImageQuality_Correlation_CellBody_2,Image_ImageQuality_Correlation_CellBody_20,Image_ImageQuality_Correlation_CellBody_40,Image_ImageQuality_Correlation_CellBody_5,Image_ImageQuality_Correlation_CellBody_80,Image_ImageQuality_Correlation_Nuclei_10,Image_ImageQuality_Correlation_Nuclei_2,Image_ImageQuality_Correlation_Nuclei_20,Image_ImageQuality_Correlation_Nuclei_40,Image_ImageQuality_Correlation_Nuclei_5,Image_ImageQuality_Correlation_Nuclei_80,Image_ImageQuality_FocusScore_CellBody,Image_ImageQuality_FocusScore_Nuclei,Image_ImageQuality_PowerLogLogSlope_CellBody,Image_ImageQuality_PowerLogLogSlope_Nuclei,Image_Math_ImageQuality_SNR_CellBody,Image_Math_ImageQuality_SNR_Nuclei,Image_Metadata_ActualCellCount,Image_Metadata_BlurFilterSize
62,"SIMCEPImages_D24_C100_F10_s04_w1.TIF","SIMCEPImages_D24_C100_F10_s04_w2.TIF",0.646169,0.972217,0.20835,-0.00483895,0.88067,0.0305119,0.802855,0.981136,0.563121,0.231595,0.928538,0.0669735,0.00692972,0.18327,-2.69783,-2.77747,0.604198,1.44718,"100","10"
73,"SIMCEPImages_D24_C100_F10_s01_w1.TIF","SIMCEPImages_D24_C100_F10_s01_w2.TIF",0.627472,0.970332,0.171457,-0.0243226,0.872048,0.0432348,0.776494,0.979346,0.520959,0.212156,0.918776,0.0354114,0.00708836,0.169539,-2.51757,-2.64445,0.608671,1.51884,"100","10"
51,"SIMCEPImages_D24_C100_F10_s10_w1.TIF","SIMCEPImages_D24_C100_F10_s10_w2.TIF",0.633035,0.970632,0.201418,0.0351759,0.871946,0.00482676,0.781674,0.979914,0.524887,0.168994,0.92035,0.0584268,0.00718267,0.178862,-2.41473,-2.6175,0.60591,1.47632,"100","10"
61,"SIMCEPImages_D24_C100_F10_s18_w1.TIF","SIMCEPImages_D24_C100_F10_s18_w2.TIF",0.652922,0.972785,0.213312,0.0155276,0.884463,-0.0405843,0.789863,0.981973,0.491119,0.0606389,0.928291,-0.0733935,0.00676078,0.188647,-2.87449,-2.94742,0.61718,1.4126,"100","10"
62,"SIMCEPImages_D24_C100_F10_s17_w1.TIF","SIMCEPImages_D24_C100_F10_s17_w2.TIF",0.642611,0.972001,0.180699,0.0335067,0.881108,-0.0176039,0.829247,0.984226,0.595611,0.251278,0.939885,0.0423902,0.00697401,0.19311,-2.80691,-2.94196,0.612754,1.38044,"100","10"
63,"SIMCEPImages_D24_C100_F10_s21_w1.TIF","SIMCEPImages_D24_C100_F10_s21_w2.TIF",0.629522,0.970465,0.192597,-0.00698021,0.87152,-0.00417977,0.761266,0.97847,0.482405,0.124014,0.913189,0.059299,0.00739321,0.184205,-2.3901,-2.56153,0.597323,1.4388,"100","10"
53,"SIMCEPImages_D24_C100_F10_s06_w1.TIF","SIMCEPImages_D24_C100_F10_s06_w2.TIF",0.615366,0.969416,0.155037,-0.000199449,0.866737,-0.0206927,0.79213,0.980901,0.544183,0.185671,0.924573,-0.0091985,0.00724832,0.194118,-2.47038,-2.61715,0.590292,1.38984,"100","10"
61,"SIMCEPImages_D24_C100_F10_s11_w1.TIF","SIMCEPImages_D24_C100_F10_s11_w2.TIF",0.6453,0.972774,0.194424,0.0458436,0.882548,-0.00521001,0.790394,0.981079,0.541777,0.236087,0.925469,0.0443274,0.00709213,0.178717,-2.84676,-2.80512,0.611308,1.47242,"100","10"
69,"SIMCEPImages_D24_C100_F10_s24_w1.TIF","SIMCEPImages_D24_C100_F10_s24_w2.TIF",0.625691,0.970728,0.16125,-0.0609758,0.873267,0.0232548,0.753375,0.977512,0.462391,0.106036,0.910933,-0.00425743,0.00703494,0.174242,-2.50072,-2.6498,0.600309,1.4989,"100","10"
46,"SIMCEPImages_D24_C100_F10_s12_w1.TIF","SIMCEPImages_D24_C100_F10_s12_w2.TIF",0.616878,0.969432,0.168702,-0.00637832,0.866337,-0.000721107,0.768196,0.978513,0.501291,0.112928,0.914457,-0.0218501,0.00726577,0.1859,-2.33345,-2.50215,0.599639,1.42824,"100","10"
65,"SIMCEPImages_D24_C100_F10_s20_w1.TIF","SIMCEPImages_D24_C100_F10_s20_w2.TIF",0.636727,0.970805,0.211851,0.114722,0.875003,0.0362645,0.815246,0.982912,0.604673,0.320874,0.932629,0.13865,0.00715826,0.205646,-2.5486,-2.71072,0.59862,1.35456,"100","10"
67,"SIMCEPImages_D24_C100_F10_s02_w1.TIF","SIMCEPImages_D24_C100_F10_s02_w2.TIF",0.643736,0.972072,0.180966,-0.0148207,0.881967,-0.00646153,0.796475,0.981984,0.526252,0.162216,0.92925,0.0932656,0.0067401,0.182326,-2.8734,-2.94226,0.624432,1.43867,"100","10"
69,"SIMCEPImages_D24_C100_F10_s16_w1.TIF","SIMCEPImages_D24_C100_F10_s16_w2.TIF",0.635913,0.970943,0.179456,-0.0283977,0.87658,-0.00359593,0.80306,0.982139,0.54631,0.181788,0.930215,-0.0326577,0.00685373,0.175916,-2.72347,-2.80994,0.608356,1.48376,"100","10"
57,"SIMCEPImages_D24_C100_F10_s08_w1.TIF","SIMCEPImages_D24_C100_F10_s08_w2.TIF",0.636388,0.970758,0.207062,0.0234849,0.873439,-0.0163563,0.806589,0.9811,0.583297,0.268651,0.927512,0.0663936,0.00762338,0.206879,-2.43265,-2.57542,0.586391,1.32449,"100","10"
73,"SIMCEPImages_D24_C100_F10_s05_w1.TIF","SIMCEPImages_D24_C100_F10_s05_w2.TIF",0.63951,0.971646,0.178794,-0.00407471,0.879589,0.0426065,0.785639,0.981084,0.514878,0.184262,0.925243,0.127587,0.00689178,0.177901,-2.78414,-2.89919,0.611088,1.49253,"100","10"
65,"SIMCEPImages_D24_C100_F10_s23_w1.TIF","SIMCEPImages_D24_C100_F10_s23_w2.TIF",0.64759,0.971846,0.221443,0.0619858,0.879494,0.0315642,0.792473,0.980618,0.540285,0.213047,0.924821,0.0540109,0.00717524,0.191323,-2.58287,-2.67603,0.597934,1.39694,"100","10"
66,"SIMCEPImages_D24_C100_F10_s09_w1.TIF","SIMCEPImages_D24_C100_F10_s09_w2.TIF",0.631433,0.970886,0.186251,-0.0323764,0.873134,0.0127195,0.772656,0.979156,0.503649,0.151553,0.917199,0.0121199,0.00748508,0.17747,-2.44398,-2.57789,0.599024,1.48808,"100","10"
67,"SIMCEPImages_D24_C100_F10_s15_w1.TIF","SIMCEPImages_D24_C100_F10_s15_w2.TIF",0.648163,0.971365,0.217452,0.0388229,0.880707,0.0209861,0.797169,0.981785,0.527571,0.158052,0.928688,0.0062885,0.00690386,0.192071,-2.74755,-2.86277,0.609415,1.38594,"100","10"
58,"SIMCEPImages_D24_C100_F10_s22_w1.TIF","SIMCEPImages_D24_C100_F10_s22_w2.TIF",0.641039,0.971816,0.194058,0.0771151,0.88013,-0.0132454,0.797458,0.98152,0.545514,0.215841,0.927704,0.0332827,0.00703059,0.181218,-2.73514,-2.76458,0.602853,1.44555,"100","10"
76,"SIMCEPImages_D24_C100_F10_s14_w1.TIF","SIMCEPImages_D24_C100_F10_s14_w2.TIF",0.633626,0.970597,0.189998,0.0388463,0.875539,0.0361946,0.813189,0.982652,0.592795,0.289876,0.932685,0.0983004,0.00678489,0.189701,-2.59855,-2.80898,0.607032,1.4134,"100","10"
58,"SIMCEPImages_D24_C100_F10_s07_w1.TIF","SIMCEPImages_D24_C100_F10_s07_w2.TIF",0.620088,0.969757,0.155195,-0.0227655,0.869257,0.0906003,0.780466,0.979964,0.520731,0.189391,0.919895,0.133312,0.00733256,0.189074,-2.41132,-2.58282,0.592089,1.41414,"100","10"
70,"SIMCEPImages_D24_C100_F10_s19_w1.TIF","SIMCEPImages_D24_C100_F10_s19_w2.TIF",0.619171,0.969688,0.164531,-0.0284266,0.86867,-0.0203817,0.763499,0.978452,0.487316,0.129996,0.914187,0.0212507,0.00702468,0.184221,-2.40267,-2.56457,0.599872,1.45099,"100","10"
76,"SIMCEPImages_D24_C100_F10_s03_w1.TIF","SIMCEPImages_D24_C100_F10_s03_w2.TIF",0.626448,0.970813,0.14752,-0.0517589,0.874405,-0.0333648,0.7892,0.980842,0.519956,0.13715,0.92486,-0.0236554,0.00690063,0.181439,-2.55039,-2.71564,0.605814,1.4601,"100","10"
67,"SIMCEPImages_D24_C100_F10_s25_w1.TIF","SIMCEPImages_D24_C100_F10_s25_w2.TIF",0.620357,0.969587,0.186235,-0.00941403,0.867007,-0.0524369,0.76662,0.978435,0.495193,0.147192,0.914039,0.012866,0.00723995,0.181258,-2.34663,-2.52901,0.60067,1.46075,"100","10"
48,"SIMCEPImages_D24_C100_F10_s13_w1.TIF","SIMCEPImages_D24_C100_F10_s13_w2.TIF",0.618947,0.968993,0.180735,0.0573629,0.866114,0.0152166,0.753945,0.977548,0.473015,0.138371,0.91001,0.0993538,0.00726361,0.175463,-2.32218,-2.51505,0.596679,1.50192,"100","10"
0,"SIMCEPImages_D04_C14_F10_s21_w1.TIF","SIMCEPImages_D04_C14_F10_s21_w2.TIF",0.663614,0.97373,0.247368,0.0290554,0.886206,-0.0180791,0.847053,0.98785,0.63465,0.25605,0.947672,0.0367607,0.00718088,0.438799,-2.71438,-2.93919,0.238247,0.384537,"14","10"
0,"SIMCEPImages_D04_C14_F10_s24_w1.TIF","SIMCEPImages_D04_C14_F10_s24_w2.TIF",0.664889,0.974122,0.234105,-0.0326525,0.886753,0.0151665,0.842627,0.987687,0.618458,0.228458,0.946608,0.0675596,0.00717781,0.448979,-2.61993,-2.91125,0.238517,0.389958,"14","10"
0,"SIMCEPImages_D04_C14_F10_s22_w1.TIF","SIMCEPImages_D04_C14_F10_s22_w2.TIF",0.68378,0.977531,0.25425,-0.0336083,0.895973,-0.017591,0.840343,0.987293,0.611405,0.201967,0.945725,-0.0518163,0.00847152,0.434987,-2.62191,-2.94836,0.232442,0.395226,"14","10"
2,"SIMCEPImages_D04_C14_F10_s23_w1.TIF","SIMCEPImages_D04_C14_F10_s23_w2.TIF",0.673475,0.975132,0.264656,0.0843314,0.890199,0.0202253,0.860671,0.988947,0.668182,0.373981,0.952806,0.145247,0.0079846,0.447983,-2.75077,-3.10199,0.235341,0.40465,"14","10"
0,"SIMCEPImages_D04_C14_F10_s18_w1.TIF","SIMCEPImages_D04_C14_F10_s18_w2.TIF",0.681276,0.97627,0.265025,-0.0325505,0.892066,0.031398,0.822914,0.986178,0.588815,0.217002,0.939446,0.00898169,0.00743947,0.444764,-2.65615,-2.88304,0.241569,0.396024,"14","10"
0,"SIMCEPImages_D04_C14_F10_s25_w1.TIF","SIMCEPImages_D04_C14_F10_s25_w2.TIF",0.66376,0.97395,0.239522,0.015829,0.885404,-0.0307437,0.843181,0.987349,0.632708,0.288108,0.945376,0.0429073,0.00790479,0.456436,-2.55972,-2.83863,0.234424,0.373754,"14","10"
0,"SIMCEPImages_D04_C14_F10_s19_w1.TIF","SIMCEPImages_D04_C14_F10_s19_w2.TIF",0.668326,0.974487,0.245349,0.0371231,0.88684,0.00197573,0.840439,0.987113,0.634146,0.307175,0.944811,0.0666379,0.00770571,0.441026,-2.64173,-2.95159,0.238253,0.399895,"14","10"
0,"SIMCEPImages_D04_C14_F10_s20_w1.TIF","SIMCEPImages_D04_C14_F10_s20_w2.TIF",0.693016,0.977079,0.286985,-0.0214514,0.897116,-0.0251615,0.849647,0.988272,0.633653,0.259086,0.949425,-0.0315909,0.00694906,0.428231,-2.73714,-3.07947,0.240558,0.390496,"14","10"
0,"SIMCEPImages_D04_C14_F10_s05_w1.TIF","SIMCEPImages_D04_C14_F10_s05_w2.TIF",0.66806,0.974769,0.245294,-3.05804e-05,0.888196,0.00728837,0.833983,0.986845,0.608715,0.245862,0.943534,0.00401241,0.00733103,0.44092,-2.69953,-3.0475,0.243104,0.402103,"14","10"
1,"SIMCEPImages_D04_C14_F10_s09_w1.TIF","SIMCEPImages_D04_C14_F10_s09_w2.TIF",0.688655,0.976376,0.277854,0.0118121,0.895234,-0.0306679,0.846154,0.988288,0.622696,0.237794,0.948665,-0.0427393,0.00751872,0.447345,-2.76017,-3.08288,0.240049,0.395272,"14","10"
0,"SIMCEPImages_D04_C14_F10_s15_w1.TIF","SIMCEPImages_D04_C14_F10_s15_w2.TIF",0.677286,0.976615,0.238656,-0.0322759,0.895138,-0.0286775,0.843959,0.987958,0.613906,0.209479,0.948295,-0.0577182,0.00699027,0.427335,-2.95348,-3.24924,0.244911,0.411851,"14","10"
0,"SIMCEPImages_D04_C14_F10_s08_w1.TIF","SIMCEPImages_D04_C14_F10_s08_w2.TIF",0.657022,0.972511,0.241044,-0.0334401,0.881654,0.0390206,0.830914,0.986689,0.600046,0.213476,0.94219,0.0492687,0.00724789,0.450451,-2.57862,-2.90736,0.239041,0.404764,"14","10"
0,"SIMCEPImages_D04_C14_F10_s14_w1.TIF","SIMCEPImages_D04_C14_F10_s14_w2.TIF",0.67503,0.974852,0.243123,-0.0291726,0.890844,0.0696362,0.853672,0.988438,0.648704,0.32727,0.950366,0.0622235,0.00704138,0.437684,-2.69305,-3.04374,0.242313,0.392971,"14","10"
0,"SIMCEPImages_D04_C14_F10_s04_w1.TIF","SIMCEPImages_D04_C14_F10_s04_w2.TIF",0.676128,0.974417,0.239855,-0.0308046,0.890198,0.0385543,0.851669,0.988097,0.640561,0.270116,0.949392,0.0670284,0.00717279,0.448329,-2.57245,-2.93453,0.236189,0.382515,"14","10"
0,"SIMCEPImages_D04_C14_F10_s06_w1.TIF","SIMCEPImages_D04_C14_F10_s06_w2.TIF",0.681898,0.976162,0.258098,-0.0121026,0.894149,-0.0169247,0.841392,0.987363,0.621252,0.222666,0.94583,-0.031992,0.0076154,0.435336,-2.8094,-3.00816,0.238618,0.393931,"14","10"
0,"SIMCEPImages_D04_C14_F10_s07_w1.TIF","SIMCEPImages_D04_C14_F10_s07_w2.TIF",0.662747,0.973609,0.246803,0.0423627,0.884746,0.046059,0.846394,0.988195,0.623867,0.234684,0.948523,0.024603,0.00747333,0.450627,-2.68045,-3.00949,0.239123,0.405303,"14","10"
0,"SIMCEPImages_D04_C14_F10_s17_w1.TIF","SIMCEPImages_D04_C14_F10_s17_w2.TIF",0.679815,0.976329,0.240411,0.0188697,0.894413,0.071745,0.850619,0.987941,0.641339,0.277633,0.948681,0.0565038,0.00829752,0.449472,-2.6906,-2.94221,0.235679,0.400063,"14","10"
0,"SIMCEPImages_D04_C14_F10_s12_w1.TIF","SIMCEPImages_D04_C14_F10_s12_w2.TIF",0.677155,0.974689,0.25753,-0.0349666,0.890226,-0.0213335,0.833219,0.987533,0.59372,0.181511,0.944682,-0.101393,0.00743862,0.444201,-2.71128,-3.05931,0.239065,0.398379,"14","10"
0,"SIMCEPImages_D04_C14_F10_s03_w1.TIF","SIMCEPImages_D04_C14_F10_s03_w2.TIF",0.668095,0.974326,0.223433,0.0240138,0.889772,-0.0243524,0.842809,0.987278,0.62385,0.227143,0.946167,-0.0046165,0.00741857,0.455453,-2.61903,-3.00784,0.235831,0.394902,"14","10"
0,"SIMCEPImages_D04_C14_F10_s13_w1.TIF","SIMCEPImages_D04_C14_F10_s13_w2.TIF",0.680807,0.975835,0.260264,-0.0271636,0.892433,-0.0322288,0.842823,0.98736,0.625564,0.233888,0.946219,-0.0653268,0.00805771,0.448478,-2.69408,-2.92127,0.239098,0.401287,"14","10"
1,"SIMCEPImages_D04_C14_F10_s11_w1.TIF","SIMCEPImages_D04_C14_F10_s11_w2.TIF",0.672489,0.97452,0.262233,0.0386459,0.888301,-0.0180811,0.872134,0.989613,0.687706,0.344285,0.956472,-0.000936621,0.00746816,0.452626,-2.70593,-3.05652,0.240867,0.412114,"14","10"
1,"SIMCEPImages_D04_C14_F10_s01_w1.TIF","SIMCEPImages_D04_C14_F10_s01_w2.TIF",0.68507,0.974586,0.273201,-0.0124522,0.892668,-0.0222283,0.84349,0.987587,0.623395,0.225497,0.946442,-0.00119527,0.00703532,0.448877,-2.61146,-2.93925,0.242647,0.401171,"14","10"
0,"SIMCEPImages_D04_C14_F10_s10_w1.TIF","SIMCEPImages_D04_C14_F10_s10_w2.TIF",0.699357,0.97665,0.295411,0.0371692,0.898365,-0.0330145,0.849316,0.987924,0.635713,0.269727,0.948847,-0.0641259,0.00702343,0.427488,-2.81643,-3.05303,0.24195,0.399002,"14","10"
0,"SIMCEPImages_D04_C14_F10_s16_w1.TIF","SIMCEPImages_D04_C14_F10_s16_w2.TIF",0.669412,0.974949,0.245032,-0.013464,0.888278,0.0239166,0.842021,0.987737,0.612807,0.222966,0.946453,0.0418585,0.00783341,0.460334,-2.59892,-2.84093,0.237027,0.39588,"14","10"
0,"SIMCEPImages_D04_C14_F10_s02_w1.TIF","SIMCEPImages_D04_C14_F10_s02_w2.TIF",0.667998,0.975349,0.235466,-0.032174,0.889294,-0.0176504,0.837324,0.987082,0.601145,0.181355,0.944606,0.0402782,0.00787124,0.461492,-2.8357,-2.90781,0.238168,0.397375,"14","10"
0,"SIMCEPImages_D05_C18_F10_s02_w1.TIF","SIMCEPImages_D05_C18_F10_s02_w2.TIF",0.667398,0.974281,0.242053,0.0393083,0.886253,-0.00198349,0.856969,0.988183,0.654207,0.321421,0.950919,0.0639858,0.00746444,0.435421,-2.53194,-2.85774,0.259049,0.433697,"18","10"
0,"SIMCEPImages_D05_C18_F10_s01_w1.TIF","SIMCEPImages_D05_C18_F10_s01_w2.TIF",0.65834,0.973658,0.218112,0.00151535,0.884739,0.0176043,0.837755,0.987291,0.615363,0.233208,0.944556,0.0156132,0.0079548,0.432281,-2.70034,-2.97713,0.260791,0.466447,"18","10"
0,"SIMCEPImages_D05_C18_F10_s24_w1.TIF","SIMCEPImages_D05_C18_F10_s24_w2.TIF",0.678658,0.974736,0.249461,0.0213995,0.890607,0.031677,0.832163,0.986415,0.60521,0.247225,0.942539,-0.0179158,0.00737148,0.427217,-2.59451,-2.8543,0.263942,0.447694,"18","10"
0,"SIMCEPImages_D05_C18_F10_s08_w1.TIF","SIMCEPImages_D05_C18_F10_s08_w2.TIF",0.68989,0.975554,0.294453,0.00968314,0.894049,-0.00523701,0.845385,0.987861,0.624032,0.241406,0.947861,0.0120001,0.00748952,0.435058,-2.72516,-3.05352,0.263556,0.457064,"18","10"
0,"SIMCEPImages_D05_C18_F10_s20_w1.TIF","SIMCEPImages_D05_C18_F10_s20_w2.TIF",0.674109,0.975298,0.252977,0.0318079,0.890659,0.105699,0.852099,0.987809,0.645147,0.306531,0.94897,0.13515,0.00766644,0.434834,-2.81885,-3.0122,0.264789,0.464847,"18","10"
0,"SIMCEPImages_D05_C18_F10_s22_w1.TIF","SIMCEPImages_D05_C18_F10_s22_w2.TIF",0.663876,0.972755,0.230355,-0.0305795,0.886262,-0.0429834,0.837556,0.987124,0.606833,0.211966,0.9451,-0.0810727,0.00738006,0.430004,-2.80184,-3.02964,0.265923,0.469632,"18","10"
0,"SIMCEPImages_D05_C18_F10_s05_w1.TIF","SIMCEPImages_D05_C18_F10_s05_w2.TIF",0.675634,0.975436,0.245293,-0.0375759,0.891797,-0.0466426,0.84365,0.987969,0.611122,0.180528,0.948091,-0.105656,0.00783132,0.42274,-2.88424,-3.13005,0.263264,0.457788,"18","10"
0,"SIMCEPImages_D05_C18_F10_s17_w1.TIF","SIMCEPImages_D05_C18_F10_s17_w2.TIF",0.668961,0.975191,0.241815,-0.0209686,0.889224,-0.0306272,0.83225,0.986669,0.596133,0.20966,0.94283,0.0390489,0.00827307,0.437478,-2.65533,-2.96099,0.256213,0.443846,"18","10"
0,"SIMCEPImages_D05_C18_F10_s21_w1.TIF","SIMCEPImages_D05_C18_F10_s21_w2.TIF",0.664914,0.974388,0.236614,-0.00660669,0.88673,-0.00918801,0.839676,0.987115,0.620331,0.227806,0.944763,-0.05275,0.00825874,0.426318,-2.6501,-2.92727,0.259696,0.463693,"18","10"
0,"SIMCEPImages_D05_C18_F10_s16_w1.TIF","SIMCEPImages_D05_C18_F10_s16_w2.TIF",0.656365,0.974303,0.220337,0.00553478,0.885656,0.0657529,0.832205,0.986947,0.61405,0.250744,0.942624,0.073949,0.00820313,0.423438,-2.70697,-2.86766,0.259802,0.45502,"18","10"
0,"SIMCEPImages_D05_C18_F10_s13_w1.TIF","SIMCEPImages_D05_C18_F10_s13_w2.TIF",0.663202,0.974348,0.235306,-0.0427409,0.885373,0.0428324,0.828788,0.986506,0.598731,0.204103,0.941073,-0.0308008,0.00759272,0.434245,-2.59583,-2.87066,0.258884,0.440955,"18","10"
0,"SIMCEPImages_D05_C18_F10_s19_w1.TIF","SIMCEPImages_D05_C18_F10_s19_w2.TIF",0.686059,0.976489,0.256994,0.01587,0.895366,-0.022761,0.854933,0.988224,0.649681,0.280675,0.950095,0.0809319,0.00834485,0.450568,-2.69456,-2.96219,0.257353,0.425199,"18","10"
0,"SIMCEPImages_D05_C18_F10_s25_w1.TIF","SIMCEPImages_D05_C18_F10_s25_w2.TIF",0.692951,0.976864,0.301904,0.0711932,0.897916,0.0192685,0.85637,0.988661,0.660669,0.332514,0.95188,0.01443,0.00795639,0.427147,-2.92586,-3.23145,0.260296,0.450616,"18","10"
0,"SIMCEPImages_D05_C18_F10_s03_w1.TIF","SIMCEPImages_D05_C18_F10_s03_w2.TIF",0.684715,0.976816,0.260709,-0.0164568,0.895084,0.00704485,0.830389,0.986707,0.588769,0.184189,0.942672,-0.0482138,0.0081931,0.427112,-2.64996,-2.9573,0.263078,0.481802,"18","10"
0,"SIMCEPImages_D05_C18_F10_s11_w1.TIF","SIMCEPImages_D05_C18_F10_s11_w2.TIF",0.667461,0.975041,0.218547,-0.0157003,0.890042,-0.0277674,0.843774,0.987627,0.621647,0.222564,0.946715,-0.00775385,0.00787114,0.437522,-2.67841,-2.85047,0.260506,0.453672,"18","10"
1,"SIMCEPImages_D05_C18_F10_s04_w1.TIF","SIMCEPImages_D05_C18_F10_s04_w2.TIF",0.671949,0.975038,0.266367,0.0782002,0.888777,0.00959796,0.85569,0.988667,0.652137,0.28828,0.951125,0.0223863,0.0084357,0.420985,-2.69962,-2.90071,0.25546,0.441905,"18","10"
0,"SIMCEPImages_D05_C18_F10_s12_w1.TIF","SIMCEPImages_D05_C18_F10_s12_w2.TIF",0.661032,0.974381,0.221915,0.0525602,0.886914,0.0551644,0.850735,0.988023,0.654458,0.339839,0.94841,0.0835355,0.00813716,0.427075,-2.80012,-3.01402,0.259763,0.454119,"18","10"
0,"SIMCEPImages_D05_C18_F10_s06_w1.TIF","SIMCEPImages_D05_C18_F10_s06_w2.TIF",0.669441,0.974341,0.248963,-0.00828852,0.887397,-0.0168758,0.853085,0.988309,0.645029,0.2754,0.949832,0.00651411,0.00784342,0.446163,-2.72873,-2.99604,0.261897,0.440566,"18","10"
0,"SIMCEPImages_D05_C18_F10_s10_w1.TIF","SIMCEPImages_D05_C18_F10_s10_w2.TIF",0.68017,0.976407,0.245967,-0.00468108,0.893551,0.0240428,0.849035,0.987803,0.632327,0.271778,0.948346,0.0611416,0.00825221,0.440209,-2.7241,-2.91884,0.257473,0.452684,"18","10"
0,"SIMCEPImages_D05_C18_F10_s07_w1.TIF","SIMCEPImages_D05_C18_F10_s07_w2.TIF",0.673615,0.975138,0.243366,-0.037524,0.890496,0.0558146,0.847755,0.987954,0.627588,0.250243,0.948528,0.0461796,0.00768033,0.451545,-2.75192,-3.01662,0.261821,0.456736,"18","10"
0,"SIMCEPImages_D05_C18_F10_s09_w1.TIF","SIMCEPImages_D05_C18_F10_s09_w2.TIF",0.701039,0.977231,0.28956,0.0113453,0.900587,-0.0299989,0.843509,0.987754,0.618908,0.211248,0.947414,-0.0530947,0.00794906,0.430593,-2.86502,-3.08448,0.26372,0.449844,"18","10"
0,"SIMCEPImages_D05_C18_F10_s18_w1.TIF","SIMCEPImages_D05_C18_F10_s18_w2.TIF",0.669733,0.974153,0.242507,-0.017239,0.887834,0.0667305,0.832503,0.986656,0.617268,0.26549,0.941858,0.0730548,0.00772137,0.436643,-2.66714,-2.90919,0.265548,0.46128,"18","10"
2,"SIMCEPImages_D05_C18_F10_s23_w1.TIF","SIMCEPImages_D05_C18_F10_s23_w2.TIF",0.655931,0.973337,0.218636,-0.037701,0.883114,0.0544119,0.822769,0.985806,0.600105,0.244913,0.9383,-0.00654706,0.00771535,0.44732,-2.53591,-2.83511,0.255646,0.443721,"18","10"
0,"SIMCEPImages_D05_C18_F10_s14_w1.TIF","SIMCEPImages_D05_C18_F10_s14_w2.TIF",0.676472,0.975742,0.258377,-0.00142308,0.890788,0.0206758,0.849122,0.98753,0.646407,0.317103,0.947773,0.0657492,0.00830565,0.43507,-2.62644,-2.96524,0.258923,0.4562,"18","10"
0,"SIMCEPImages_D05_C18_F10_s15_w1.TIF","SIMCEPImages_D05_C18_F10_s15_w2.TIF",0.672984,0.974497,0.238819,-0.00946802,0.890178,-0.0363092,0.840087,0.987099,0.62015,0.224966,0.945299,-0.00067337,0.00785068,0.440256,-2.59848,-2.8661,0.256655,0.443126,"18","10"
5,"SIMCEPImages_D06_C23_F10_s02_w1.TIF","SIMCEPImages_D06_C23_F10_s02_w2.TIF",0.676828,0.975027,0.254769,0.00360593,0.891146,0.0598313,0.8328,0.986609,0.606615,0.234249,0.942831,0.0602552,0.0079905,0.420014,-2.68823,-2.968,0.28839,0.524345,"23","10"
4,"SIMCEPImages_D06_C23_F10_s01_w1.TIF","SIMCEPImages_D06_C23_F10_s01_w2.TIF",0.67014,0.975146,0.245216,-0.00291661,0.88885,0.0485395,0.844508,0.98692,0.638674,0.280792,0.945425,0.0786582,0.00828645,0.419421,-2.66078,-2.86597,0.285551,0.506553,"23","10"
7,"SIMCEPImages_D06_C23_F10_s06_w1.TIF","SIMCEPImages_D06_C23_F10_s06_w2.TIF",0.674422,0.975817,0.234872,-0.00763865,0.890707,-0.0317743,0.829636,0.986464,0.593099,0.189544,0.941846,0.0251601,0.00824092,0.420366,-2.56049,-2.84203,0.284087,0.510659,"23","10"
9,"SIMCEPImages_D06_C23_F10_s05_w1.TIF","SIMCEPImages_D06_C23_F10_s05_w2.TIF",0.663047,0.974236,0.224607,-0.0298777,0.88591,-0.0053253,0.842799,0.987427,0.623207,0.25096,0.946182,0.010923,0.00823838,0.430475,-2.59326,-2.92888,0.283351,0.498872,"23","10"
7,"SIMCEPImages_D06_C23_F10_s04_w1.TIF","SIMCEPImages_D06_C23_F10_s04_w2.TIF",0.659786,0.973794,0.222294,-0.0581059,0.884129,0.0700442,0.824044,0.986035,0.581458,0.179349,0.939616,0.0724331,0.00822743,0.415829,-2.57746,-2.87411,0.286569,0.533964,"23","10"
0,"SIMCEPImages_D06_C23_F10_s03_w1.TIF","SIMCEPImages_D06_C23_F10_s03_w2.TIF",0.675022,0.974314,0.282759,0.0885103,0.888106,0.00609935,0.852149,0.988237,0.658886,0.339385,0.949298,0.0786216,0.00808632,0.430039,-2.63029,-2.91305,0.284154,0.487635,"23","10"
7,"SIMCEPImages_D06_C23_F10_s07_w1.TIF","SIMCEPImages_D06_C23_F10_s07_w2.TIF",0.671008,0.974656,0.251511,-0.0183877,0.888456,0.00199729,0.837179,0.986952,0.6212,0.255384,0.943747,-0.0175485,0.00814388,0.427059,-2.69614,-2.95603,0.28589,0.502202,"23","10"
5,"SIMCEPImages_D06_C23_F10_s24_w1.TIF","SIMCEPImages_D06_C23_F10_s24_w2.TIF",0.665551,0.974087,0.243856,0.0276351,0.886433,0.0190449,0.829278,0.986521,0.601186,0.236762,0.941562,-0.0128565,0.00787717,0.414966,-2.7004,-2.96316,0.290004,0.529337,"23","10"
